name,code,region,district,centro_pob
150131 .::. San Isidro,150131,,,1
150132 .::. San Juan De Lurigancho,150132,,,1
150133 .::. San Juan De Miraflores,150133,,,1
150134 .::. San Luis,150134,,,1
150135 .::. San Martin De Porres,150135,,,1
150136 .::. San Miguel,150136,,,1
150137 .::. Santa Anita,150137,,,1
150138 .::. Santa Maria Del Mar,150138,,,2
150139 .::. Santa Rosa,150139,,,1
150140 .::. Santiago De Surco,150140,,,1
150141 .::. Surquillo,150141,,,1
150142 .::. Villa El Salvador,150142,,,1
150143 .::. Villa Maria Del Triunfo,150143,,,1
1502 .::. Barranca ,1502,,5,181
150201 .::. Barranca,150201,,,38
150202 .::. Paramonga,150202,,,55
150203 .::. Pativilca,150203,,,36
150204 .::. Supe,150204,,,45
150205 .::. Supe Puerto,150205,,,7
1503 .::. Cajatambo ,1503,,5,372
150301 .::. Cajatambo,150301,,,100
150302 .::. Copa,150302,,,3
150303 .::. Gorgor,150303,,,154
150304 .::. Huancapon,150304,,,58
150305 .::. Manas,150305,,,57
1504 .::. Canta ,1504,,7,283
150401 .::. Canta,150401,,,83
150402 .::. Arahuay,150402,,,24
150403 .::. Huamantanga,150403,,,8
150404 .::. Huaros,150404,,,54
150405 .::. Lachaqui,150405,,,35
150406 .::. San Buenaventura,150406,,,21
150407 .::. Santa Rosa De Quives,150407,,,58
1505 .::. Cañete ,1505,,16,485
150501 .::. San Vicente De Cañete,150501,,,54
150502 .::. Asia,150502,,,53
150503 .::. Calango,150503,,,40
150504 .::. Cerro Azul,150504,,,33
150505 .::. Chilca,150505,,,54
150506 .::. Coayllo,150506,,,28
150507 .::. Imperial,150507,,,23
150508 .::. Lunahuana,150508,,,12
150509 .::. Mala,150509,,,27
150510 .::. Nuevo Imperial,150510,,,27
150511 .::. Pacaran,150511,,,9
150512 .::. Quilmana,150512,,,38
150513 .::. San Antonio,150513,,,22
150514 .::. San Luis,150514,,,36
150515 .::. Santa Cruz De Flores,150515,,,18
150516 .::. Zuñiga,150516,,,11
1506 .::. Huaral ,1506,,12,367
150601 .::. Huaral,150601,,,61
150602 .::. Atavillos Alto,150602,,,9
150603 .::. Atavillos Bajo,150603,,,26
150604 .::. Aucallama,150604,,,47
150605 .::. Chancay,150605,,,34
150606 .::. Ihuari,150606,,,63
150607 .::. Lampian,150607,,,32
150608 .::. Pacaraos,150608,,,42
150609 .::. San Miguel De Acos,150609,,,8
150610 .::. Santa Cruz De Andamarca,150610,,,8
150611 .::. Sumbilca,150611,,,16
150612 .::. Veintisiete De Noviembre,150612,,,21
1507 .::. Huarochirí ,1507,,32,864
150701 .::. Matucana,150701,,,42
150702 .::. Antioquia,150702,,,31
150703 .::. Callahuanca,150703,,,10
150704 .::. Carampoma,150704,,,33
150705 .::. Chicla,150705,,,30
150706 .::. Cuenca,150706,,,18
150707 .::. Huachupampa,150707,,,11
150708 .::. Huanza,150708,,,32
150709 .::. Huarochiri,150709,,,38
150710 .::. Lahuaytambo,150710,,,19
150711 .::. Langa,150711,,,48
150712 .::. Laraos,150712,,,22
150713 .::. Mariatana,150713,,,55
150714 .::. Ricardo Palma,150714,,,7
150715 .::. San Andres De Tupicocha,150715,,,18
150716 .::. San Antonio,150716,,,13
150717 .::. San Bartolome,150717,,,31
150718 .::. San Damian,150718,,,62
150719 .::. San Juan De Iris,150719,,,3
150720 .::. San Juan De Tantaranche,150720,,,16
150721 .::. San Lorenzo De Quinti,150721,,,88
150722 .::. San Mateo,150722,,,30
150723 .::. San Mateo De Otao,150723,,,29
150724 .::. San Pedro De Casta,150724,,,8
150725 .::. San Pedro De Huancayre,150725,,,8
150726 .::. Sangallaya,150726,,,30
150727 .::. Santa Cruz De Cocachacra,150727,,,9
150728 .::. Santa Eulalia,150728,,,15
150729 .::. Santiago De Anchucaya,150729,,,11
150730 .::. Santiago De Tuna,150730,,,9
150731 .::. Santo Domingo De Los Olleros,150731,,,43
150732 .::. Surco,150732,,,45
1508 .::. Huaura ,1508,,12,600
150801 .::. Huacho,150801,,,11
150802 .::. Ambar,150802,,,130
150803 .::. Caleta De Carquin,150803,,,2
150804 .::. Checras,150804,,,19
150805 .::. Hualmay,150805,,,4
150806 .::. Huaura,150806,,,42
150807 .::. Leoncio Prado,150807,,,36
150808 .::. Paccho,150808,,,49
150809 .::. Santa Leonor,150809,,,54
150810 .::. Santa Maria,150810,,,23
150811 .::. Sayan,150811,,,167
150812 .::. Vegueta,150812,,,63
1509 .::. Oyón ,1509,,6,186
150901 .::. Oyon,150901,,,107
150902 .::. Andajes,150902,,,10
150903 .::. Caujul,150903,,,20
150904 .::. Cochamarca,150904,,,24
150905 .::. Navan,150905,,,14
150906 .::. Pachangara,150906,,,11
1510 .::. Yauyos ,1510,,33,926
151001 .::. Yauyos,151001,,,32
151002 .::. Alis,151002,,,18
151003 .::. Allauca,151003,,,41
151004 .::. Ayaviri,151004,,,40
151005 .::. Azangaro,151005,,,82
151006 .::. Cacra,151006,,,28
151007 .::. Carania,151007,,,7
151008 .::. Catahuasi,151008,,,20
151009 .::. Chocos,151009,,,29
151010 .::. Cochas,151010,,,4
151011 .::. Colonia,151011,,,50
151012 .::. Hongos,151012,,,12
151013 .::. Huampara,151013,,,13
151014 .::. Huancaya,151014,,,22
151015 .::. Huangascar,151015,,,39
151016 .::. Huantan,151016,,,47
151017 .::. Huañec,151017,,,8
151018 .::. Laraos,151018,,,15
151019 .::. Lincha,151019,,,67
151020 .::. Madean,151020,,,82
151021 .::. Miraflores,151021,,,13
151022 .::. Omas,151022,,,33
151023 .::. Putinza,151023,,,13
151024 .::. Quinches,151024,,,39
151025 .::. Quinocay,151025,,,22
151026 .::. San Joaquin,151026,,,27
151027 .::. San Pedro De Pilas,151027,,,11
151028 .::. Tanta,151028,,,9
151029 .::. Tauripampa,151029,,,18
151030 .::. Tomas,151030,,,6
151031 .::. Tupe,151031,,,12
151032 .::. Viñac,151032,,,57
151033 .::. Vitis,151033,,,10
16 .::. Loreto,16,7,51,2305
1601 .::. Maynas ,1601,,13,742
160101 .::. Iquitos,160101,,,19
160102 .::. Alto Nanay,160102,,,20
160103 .::. Fernando Lores,160103,,,123
160104 .::. Indiana,160104,,,55
160105 .::. Las Amazonas,160105,,,68
160106 .::. Mazan,160106,,,75
160107 .::. Napo,160107,,,76
160108 .::. Punchana,160108,,,55
160109 .::. Putumayo,160109,,,50
160110 .::. Torres Causana,160110,,,24
160112 .::. Belen,160112,,,59
160113 .::. San Juan Bautista,160113,,,82
160114 .::. Teniente Manuel Clavero,160114,,,36
1602 .::. Alto Amazonas ,1602,,6,332
160201 .::. Yurimaguas,160201,,,114
160202 .::. Balsapuerto,160202,,,82
160205 .::. Jeberos,160205,,,26
160206 .::. Lagunas,160206,,,49
160210 .::. Santa Cruz,160210,,,31
160211 .::. Teniente Cesar Lopez Rojas,160211,,,30
1603 .::. Loreto ,1603,,5,277
160301 .::. Nauta,160301,,,87
160302 .::. Parinari,160302,,,28
160303 .::. Tigre,160303,,,42
160304 .::. Trompeteros,160304,,,33
160305 .::. Urarinas,160305,,,87
1604 .::. Mariscal Ramón Castilla ,1604,,4,218
160401 .::. Ramon Castilla,160401,,,64
160402 .::. Pebas,160402,,,66
160403 .::. Yavari,160403,,,50
160404 .::. San Pablo,160404,,,38
1605 .::. Requena ,1605,,11,227
160501 .::. Requena,160501,,,46
160502 .::. Alto Tapiche,160502,,,14
160503 .::. Capelo,160503,,,12
160504 .::. Emilio San Martin,160504,,,31
160505 .::. Maquia,160505,,,45
160506 .::. Puinahua,160506,,,18
160507 .::. Saquena,160507,,,16
160508 .::. Soplin,160508,,,7
160509 .::. Tapiche,160509,,,6
160510 .::. Jenaro Herrera,160510,,,14
160511 .::. Yaquerana,160511,,,18
1606 .::. Ucayali ,1606,,6,183
160601 .::. Contamana,160601,,,55
160602 .::. Inahuaya,160602,,,7
160603 .::. Padre Marquez,160603,,,23
160604 .::. Pampa Hermosa,160604,,,20
160605 .::. Sarayacu,160605,,,61
160606 .::. Vargas Guerra,160606,,,17
1607 .::. Datem del Marañón ,1607,,6,326
160701 .::. Barranca,160701,,,45
160702 .::. Cahuapanas,160702,,,45
160703 .::. Manseriche,160703,,,44
160704 .::. Morona,160704,,,67
160705 .::. Pastaza,160705,,,58
160706 .::. Andoas,160706,,,67
17 .::. Madre de Dios,17,3,11,293
1701 .::. Tambopata ,1701,,4,172
170101 .::. Tambopata,170101,,,53
170102 .::. Inambari,170102,,,32
170103 .::. Las Piedras,170103,,,56
170104 .::. Laberinto,170104,,,31
1702 .::. Manu ,1702,,4,82
170201 .::. Manu,170201,,,26
170202 .::. Fitzcarrald,170202,,,11
170203 .::. Madre De Dios,170203,,,31
170204 .::. Huepetuhe,170204,,,14
1703 .::. Tahuamanu ,1703,,3,39
170301 .::. Iñapari,170301,,,7
170302 .::. Iberia,170302,,,17
170303 .::. Tahuamanu,170303,,,15
18 .::. Moquegua,18,3,20,1107
1801 .::. Mariscal Nieto ,1801,,6,471
180101 .::. Moquegua,180101,,,92
180102 .::. Carumas,180102,,,183
180103 .::. Cuchumbaya,180103,,,8
180104 .::. Samegua,180104,,,26
180105 .::. San Cristobal,180105,,,42
180106 .::. Torata,180106,,,120
1802 .::. General Sánchez Cerro ,1802,,11,596
180201 .::. Omate,180201,,,38
180202 .::. Chojata,180202,,,78
180203 .::. Coalaque,180203,,,33
180204 .::. Ichuña,180204,,,155
180205 .::. La Capilla,180205,,,51
180206 .::. Lloque,180206,,,24
180207 .::. Matalaque,180207,,,37
180208 .::. Puquina,180208,,,38
180209 .::. Quinistaquillas,180209,,,22
180210 .::. Ubinas,180210,,,99
180211 .::. Yunga,180211,,,21
1803 .::. Ilo ,1803,,3,40
180301 .::. Ilo,180301,,,3
180302 .::. El Algarrobal,180302,,,30
180303 .::. Pacocha,180303,,,7
19 .::. Pasco,19,3,29,2617
1901 .::. Pasco ,1901,,13,1227
190101 .::. Chaupimarca,190101,,,6
190102 .::. Huachon,190102,,,77
190103 .::. Huariaca,190103,,,60
190104 .::. Huayllay,190104,,,259
190105 .::. Ninacaca,190105,,,102
190106 .::. Pallanchacra,190106,,,47
190107 .::. Paucartambo,190107,,,114
190108 .::. San Francisco De Asis De Yarusyacan,190108,,,89
190109 .::. Simon Bolivar,190109,,,154
190110 .::. Ticlacayan,190110,,,171
190111 .::. Tinyahuarco,190111,,,32
190112 .::. Vicco,190112,,,43
190113 .::. Yanacancha,190113,,,73
1902 .::. Daniel Alcides Carrión ,1902,,8,775
190201 .::. Yanahuanca,190201,,,376
190202 .::. Chacayan,190202,,,62
190203 .::. Goyllarisquizga,190203,,,7
190204 .::. Paucar,190204,,,37
190205 .::. San Pedro De Pillao,190205,,,54
190206 .::. Santa Ana De Tusi,190206,,,124
190207 .::. Tapuc,190207,,,55
190208 .::. Vilcabamba,190208,,,60
1903 .::. Oxapampa ,1903,,8,615
190301 .::. Oxapampa,190301,,,66
190302 .::. Chontabamba,190302,,,34
190303 .::. Huancabamba,190303,,,80
190304 .::. Palcazu,190304,,,75
190305 .::. Pozuzo,190305,,,86
190306 .::. Puerto Bermudez,190306,,,107
190307 .::. Villa Rica,190307,,,104
190308 .::. Constitución,190308,,,63
20 .::. Piura,20,8,64,2839
2001 .::. Piura ,2001,,9,391
200101 .::. Piura,200101,,,33
200104 .::. Castilla,200104,,,16
200105 .::. Catacaos,200105,,,31
200107 .::. Cura Mori,200107,,,15
200108 .::. El Tallan,200108,,,10
200109 .::. La Arena,200109,,,26
200110 .::. La Union,200110,,,17
200111 .::. Las Lomas,200111,,,74
200114 .::. Tambo Grande,200114,,,169
2002 .::. Ayabaca ,2002,,10,830
200201 .::. Ayabaca,200201,,,240
200202 .::. Frias,200202,,,124
200203 .::. Jilili,200203,,,21
200204 .::. Lagunas,200204,,,54
200205 .::. Montero,200205,,,46
200206 .::. Pacaipampa,200206,,,125
200207 .::. Paimas,200207,,,40
200208 .::. Sapillica,200208,,,68
200209 .::. Sicchez,200209,,,13
200210 .::. Suyo,200210,,,99
2003 .::. Huancabamba ,2003,,8,681
200301 .::. Huancabamba,200301,,,69
200302 .::. Canchaque,200302,,,67
200303 .::. El Carmen De La Frontera,200303,,,46
200304 .::. Huarmaca,200304,,,346
200305 .::. Lalaquiz,200305,,,49
200306 .::. San Miguel De El Faique,200306,,,42
200307 .::. Sondor,200307,,,28
200308 .::. Sondorillo,200308,,,34
2004 .::. Morropón ,2004,,10,413
200401 .::. Chulucanas,200401,,,83
200402 .::. Buenos Aires,200402,,,22
200403 .::. Chalaco,200403,,,52
200404 .::. La Matanza,200404,,,30
200405 .::. Morropon,200405,,,24
200406 .::. Salitral,200406,,,23
200407 .::. San Juan De Bigote,200407,,,34
200408 .::. Santa Catalina De Mossa,200408,,,31
200409 .::. Santo Domingo,200409,,,51
200410 .::. Yamango,200410,,,63
2005 .::. Paita ,2005,,7,55
200501 .::. Paita,200501,,,5
200502 .::. Amotape,200502,,,7
200503 .::. Arenal,200503,,,4
200504 .::. Colan,200504,,,8
200505 .::. La Huaca,200505,,,16
200506 .::. Tamarindo,200506,,,6
200507 .::. Vichayal,200507,,,9
2006 .::. Sullana ,2006,,8,332
200601 .::. Sullana,200601,,,48
200602 .::. Bellavista,200602,,,1
200603 .::. Ignacio Escudero,200603,,,16
200604 .::. Lancones,200604,,,166
200605 .::. Marcavelica,200605,,,59
200606 .::. Miguel Checa,200606,,,11
200607 .::. Querecotillo,200607,,,22
200608 .::. Salitral,200608,,,9
2007 .::. Talara ,2007,,6,46
200701 .::. Pariñas,200701,,,15
200702 .::. El Alto,200702,,,2
200703 .::. La Brea,200703,,,11
200704 .::. Lobitos,200704,,,2
200705 .::. Los Organos,200705,,,13
200706 .::. Mancora,200706,,,3
2008 .::. Sechura ,2008,,6,91
200801 .::. Sechura,200801,,,38
200802 .::. Bellavista De La Union,200802,,,9
200803 .::. Bernal,200803,,,15
200804 .::. Cristo Nos Valga,200804,,,11
200805 .::. Vice,200805,,,10
200806 .::. Rinconada Llicuar,200806,,,8
21 .::. Puno,21,13,109,5705
2101 .::. Puno ,2101,,15,1225
210101 .::. Puno,210101,,,152
210102 .::. Acora,210102,,,200
210103 .::. Amantani,210103,,,23
210104 .::. Atuncolla,210104,,,50
210105 .::. Capachica,210105,,,77
210106 .::. Chucuito,210106,,,49
210107 .::. Coata,210107,,,63
210108 .::. Huata,210108,,,72
210109 .::. Mañazo,210109,,,90
210110 .::. Paucarcolla,210110,,,93
210111 .::. Pichacani,210111,,,89
210112 .::. Plateria,210112,,,68
210113 .::. San Antonio,210113,,,78
210114 .::. Tiquillaca,210114,,,71
210115 .::. Vilque,210115,,,50
2102 .::. Azángaro ,2102,,15,959
210201 .::. Azangaro,210201,,,143
210202 .::. Achaya,210202,,,39
210203 .::. Arapa,210203,,,81
210204 .::. Asillo,210204,,,152
210205 .::. Caminaca,210205,,,31
210206 .::. Chupa,210206,,,46
210207 .::. Jose Domingo Choquehuanca,210207,,,18
210208 .::. Muñani,210208,,,46
210209 .::. Potoni,210209,,,84
210210 .::. Saman,210210,,,40
210211 .::. San Anton,210211,,,74
210212 .::. San Jose,210212,,,67
210213 .::. San Juan De Salinas,210213,,,62
210214 .::. Santiago De Pupuja,210214,,,45
210215 .::. Tirapata,210215,,,31
2103 .::. Carabaya ,2103,,10,923
210301 .::. Macusani,210301,,,104
210302 .::. Ajoyani,210302,,,73
210303 .::. Ayapata,210303,,,32
210304 .::. Coasa,210304,,,68
210305 .::. Corani,210305,,,95
210306 .::. Crucero,210306,,,236
210307 .::. Ituata,210307,,,116
210308 .::. Ollachea,210308,,,42
210309 .::. San Gaban,210309,,,42
210310 .::. Usicayos,210310,,,115
2104 .::. Chucuito ,2104,,7,692
210401 .::. Juli,210401,,,114
210402 .::. Desaguadero,210402,,,32
210403 .::. Huacullani,210403,,,63
210404 .::. Kelluyo,210404,,,79
210405 .::. Pisacoma,210405,,,182
210406 .::. Pomata,210406,,,53
210407 .::. Zepita,210407,,,169
2105 .::. El Collao ,2105,,5,468
210501 .::. Ilave,210501,,,222
210502 .::. Capazo,210502,,,54
210503 .::. Pilcuyo,210503,,,64
210504 .::. Santa Rosa,210504,,,75
210505 .::. Conduriri,210505,,,53
2106 .::. Huancané ,2106,,8,749
210601 .::. Huancane,210601,,,138
210602 .::. Cojata,210602,,,75
210603 .::. Huatasani,210603,,,42
210604 .::. Inchupalla,210604,,,105
210605 .::. Pusi,210605,,,55
210606 .::. Rosaspata,210606,,,127
210607 .::. Taraco,210607,,,75
210608 .::. Vilque Chico,210608,,,132
2107 .::. Lampa ,2107,,10,647
210701 .::. Lampa,210701,,,52
210702 .::. Cabanilla,210702,,,86
210703 .::. Calapuja,210703,,,26
210704 .::. Nicasio,210704,,,20
210705 .::. Ocuviri,210705,,,250
210706 .::. Palca,210706,,,29
210707 .::. Paratia,210707,,,13
210708 .::. Pucara,210708,,,30
210709 .::. Santa Lucia,210709,,,106
210710 .::. Vilavila,210710,,,35
2108 .::. Melgar ,2108,,9,8
210801 .::. Ayaviri,210801,,,4
210802 .::. Antauta,210802,,,0
210803 .::. Cupi,210803,,,0
210804 .::. Llalli,210804,,,0
210805 .::. Macari,210805,,,0
210806 .::. Nuñoa,210806,,,0
210807 .::. Orurillo,210807,,,4
210808 .::. Santa Rosa,210808,,,0
210809 .::. Umachiri,210809,,,0
2109 .::. Moho ,2109,,4,0
210901 .::. Moho,210901,,,0
210902 .::. Conima,210902,,,0
210903 .::. Huayrapata,210903,,,0
210904 .::. Tilali,210904,,,0
2110 .::. San Antonio de Putina ,2110,,5,11
211001 .::. Putina,211001,,,0
211002 .::. Ananea,211002,,,10
211003 .::. Pedro Vilca Apaza,211003,,,1
211004 .::. Quilcapuncu,211004,,,0
211005 .::. Sina,211005,,,0
2111 .::. San Román ,2111,,4,5
211101 .::. Juliaca,211101,,,0
211102 .::. Cabana,211102,,,0
211103 .::. Cabanillas,211103,,,0
211104 .::. Caracoto,211104,,,5
2112 .::. Sandia ,2112,,10,17
211201 .::. Sandia,211201,,,0
211202 .::. Cuyocuyo,211202,,,0
211203 .::. Limbani,211203,,,14
211204 .::. Patambuco,211204,,,0
211205 .::. Phara,211205,,,0
211206 .::. Quiaca,211206,,,2
211207 .::. San Juan Del Oro,211207,,,0
211208 .::. Yanahuaya,211208,,,0
211209 .::. Alto Inambari,211209,,,0
211210 .::. San Pedro De Putina Punco,211210,,,1
2113 .::. Yunguyo ,2113,,7,1
211301 .::. Yunguyo,211301,,,0
211302 .::. Anapia,211302,,,0
211303 .::. Copani,211303,,,0
211304 .::. Cuturapi,211304,,,0
211305 .::. Ollaraya,211305,,,0
211306 .::. Tinicachi,211306,,,0
211307 .::. Unicachi,211307,,,1
22 .::. San Martín,22,10,77,2408
2201 .::. Moyobamba ,2201,,6,225
220101 .::. Moyobamba,220101,,,103
220102 .::. Calzada,220102,,,7
220103 .::. Habana,220103,,,9
220104 .::. Jepelacio,220104,,,53
220105 .::. Soritor,220105,,,46
220106 .::. Yantalo,220106,,,7
2202 .::. Bellavista ,2202,,6,285
220201 .::. Bellavista,220201,,,46
220202 .::. Alto Biavo,220202,,,49
220203 .::. Bajo Biavo,220203,,,58
220204 .::. Huallaga,220204,,,41
220205 .::. San Pablo,220205,,,57
220206 .::. San Rafael,220206,,,34
2203 .::. El Dorado ,2203,,5,121
220301 .::. San Jose De Sisa,220301,,,25
220302 .::. Agua Blanca,220302,,,24
220303 .::. San Martin,220303,,,35
220304 .::. Santa Rosa,220304,,,27
220305 .::. Shatoja,220305,,,10
2204 .::. Huallaga ,2204,,6,194
220401 .::. Saposoa,220401,,,54
220402 .::. Alto Saposoa,220402,,,10
220403 .::. El Eslabon,220403,,,47
220404 .::. Piscoyacu,220404,,,29
220405 .::. Sacanche,220405,,,33
220406 .::. Tingo De Saposoa,220406,,,21
2205 .::. Lamas ,2205,,11,308
220501 .::. Lamas,220501,,,23
220502 .::. Alonso De Alvarado,220502,,,50
220503 .::. Barranquita,220503,,,27
220504 .::. Caynarachi,220504,,,25
220505 .::. Cuñumbuqui,220505,,,16
220506 .::. Pinto Recodo,220506,,,42
220507 .::. Rumisapa,220507,,,24
220508 .::. San Roque De Cumbaza,220508,,,5
220509 .::. Shanao,220509,,,14
220510 .::. Tabalosos,220510,,,63
220511 .::. Zapatero,220511,,,19
2206 .::. Mariscal Cáceres ,2206,,5,268
220601 .::. Juanjui,220601,,,91
220602 .::. Campanilla,220602,,,63
220603 .::. Huicungo,220603,,,37
220604 .::. Pachiza,220604,,,44
220605 .::. Pajarillo,220605,,,33
2207 .::. Picota ,2207,,10,298
220701 .::. Picota,220701,,,45
220702 .::. Buenos Aires,220702,,,36
220703 .::. Caspisapa,220703,,,10
220704 .::. Pilluana,220704,,,11
220705 .::. Pucacaca,220705,,,19
220706 .::. San Cristobal,220706,,,18
220707 .::. San Hilarion,220707,,,30
220708 .::. Shamboyacu,220708,,,36
220709 .::. Tingo De Ponasa,220709,,,73
220710 .::. Tres Unidos,220710,,,20
2208 .::. Rioja ,2208,,9,163
220801 .::. Rioja,220801,,,22
220802 .::. Awajun,220802,,,15
220803 .::. Elias Soplin Vargas,220803,,,12
220804 .::. Nueva Cajamarca,220804,,,37
220805 .::. Pardo Miguel,220805,,,46
220806 .::. Posic,220806,,,4
220807 .::. San Fernando,220807,,,10
220808 .::. Yorongos,220808,,,11
220809 .::. Yuracyacu,220809,,,6
2209 .::. San Martín ,2209,,14,292
220901 .::. Tarapoto,220901,,,6
220902 .::. Alberto Leveau,220902,,,3
220903 .::. Cacatachi,220903,,,30
220904 .::. Chazuta,220904,,,68
220905 .::. Chipurana,220905,,,18
220906 .::. El Porvenir,220906,,,11
220907 .::. Huimbayoc,220907,,,18
220908 .::. Juan Guerra,220908,,,31
220909 .::. La Banda De Shilcayo,220909,,,26
220910 .::. Morales,220910,,,34
220911 .::. Papaplaya,220911,,,11
220912 .::. San Antonio,220912,,,5
220913 .::. Sauce,220913,,,17
220914 .::. Shapaja,220914,,,14
2210 .::. Tocache ,2210,,5,254
221001 .::. Tocache,221001,,,60
221002 .::. Nuevo Progreso,221002,,,45
221003 .::. Polvora,221003,,,59
221004 .::. Shunte,221004,,,10
221005 .::. Uchiza,221005,,,80
23 .::. Tacna,23,4,27,695
2301 .::. Tacna ,2301,,10,235
230101 .::. Tacna,230101,,,53
230102 .::. Alto De La Alianza,230102,,,4
230103 .::. Calana,230103,,,14
230104 .::. Ciudad Nueva,230104,,,1
230105 .::. Inclan,230105,,,20
230106 .::. Pachia,230106,,,18
230107 .::. Palca,230107,,,71
230108 .::. Pocollay,230108,,,7
230109 .::. Sama,230109,,,29
230110 .::. Coronel Gregorio Albarracin Lanchipa,230110,,,18
2302 .::. Candarave ,2302,,6,162
230201 .::. Candarave,230201,,,93
230202 .::. Cairani,230202,,,14
230203 .::. Camilaca,230203,,,34
230204 .::. Curibaya,230204,,,5
230205 .::. Huanuara,230205,,,6
230206 .::. Quilahuani,230206,,,10
2303 .::. Jorge Basadre ,2303,,3,81
230301 .::. Locumba,230301,,,27
230302 .::. Ilabaya,230302,,,38
230303 .::. Ite,230303,,,16
2304 .::. Tarata ,2304,,8,217
230401 .::. Tarata,230401,,,99
230402 .::. Heroes Albarracin,230402,,,10
230403 .::. Estique,230403,,,7
230404 .::. Estique-pampa,230404,,,9
230405 .::. Sitajara,230405,,,3
230406 .::. Susapaya,230406,,,51
230407 .::. Tarucachi,230407,,,13
230408 .::. Ticaco,230408,,,25
24 .::. Tumbes,24,3,13,176
2401 .::. Tumbes ,2401,,6,74
240101 .::. Tumbes,240101,,,10
240102 .::. Corrales,240102,,,11
240103 .::. La Cruz,240103,,,6
240104 .::. Pampas De Hospital,240104,,,17
240105 .::. San Jacinto,240105,,,23
240106 .::. San Juan De La Virgen,240106,,,7
2402 .::. Contralmirante Villar ,2402,,3,70
240201 .::. Zorritos,240201,,,23
240202 .::. Casitas,240202,,,28
240203 .::. Canoas De Punta Sal,240203,,,19
2403 .::. Zarumilla ,2403,,4,32
240301 .::. Zarumilla,240301,,,3
240302 .::. Aguas Verdes,240302,,,10
240303 .::. Matapalo,240303,,,9
240304 .::. Papayal,240304,,,10
25 .::. Ucayali,25,4,15,857
2501 .::. Coronel Portillo ,2501,,7,399
250101 .::. Calleria,250101,,,94
250102 .::. Campoverde,250102,,,56
250103 .::. Iparia,250103,,,59
250104 .::. Masisea,250104,,,81
250105 .::. Yarinacocha,250105,,,53
250106 .::. Nueva Requena,250106,,,31
250107 .::. Manantay,250107,,,25
2502 .::. Atalaya ,2502,,4,230
250201 .::. Raymondi,250201,,,123
250202 .::. Sepahua,250202,,,35
250203 .::. Tahuania,250203,,,55
250204 .::. Yurua,250204,,,17
2503 .::. Padre Abad ,2503,,3,182
250301 .::. Padre Abad,250301,,,86
250302 .::. Irazola,250302,,,67
250303 .::. Curimana,250303,,,29
2504 .::. Purús,2504,,1,46
250401 .::. Purus,250401,,,46
